Date,Close,High,Low,Open,Volume
2015-01-02,24.3471736907959,24.81705890517008,23.90623813027048,24.805923508061987,212818400
2015-01-05,23.66127586364746,24.195742670019182,23.474213415880083,24.115572564112263,257142000
2015-01-06,23.663503646850582,23.924055645542914,23.300510745350667,23.72585779706517,263188400
2015-01-07,23.99531936645508,24.095531157517737,23.76148958861117,23.87283677824669,160423600
2015-01-08,24.917274475097656,24.97517549062993,24.20687884687045,24.324908297500208,237458000
2015-01-09,24.943986892700195,25.220127325437844,24.54313650725641,25.09096423468123,214798000
2015-01-12,24.3293514251709,25.082057521230563,24.229139673280383,25.075376964307544,198603200
2015-01-13,24.545373916625977,25.11992580328411,24.25364483343385,24.814833902456368,268367600
2015-01-14,24.45184135437012,24.605499307099823,24.1623380073912,24.282593165412145,195826400
2015-01-15,23.7882080078125,24.509737153556845,23.752577798886094,24.496376037587304,240056000
2015-01-16,23.603370666503903,23.95745552127747,23.427441948588125,23.83497296480989,314053200
2015-01-20,24.21133041381836,24.26700400226109,23.716948676603216,24.01535829512517,199599600
2015-01-21,24.39616203308105,24.73242921365272,24.11111189268933,24.26254408954445,194303600
2015-01-22,25.030845642089844,25.046434178854543,24.434024707490803,24.55427986211409,215185600
2015-01-23,25.16000747680664,25.331481372372583,24.837099661876888,25.008575256465825,185859200
2015-01-26,25.186729431152344,25.467324774353628,25.119922148786404,25.32925367236059,222460000
2015-01-27,24.30486488342285,25.04866500793212,24.2803683653118,25.035302189583984,382274800
2015-01-28,25.67888069152832,26.30465286647144,25.67888069152832,26.1955314297915,585908400
2015-01-29,26.47835922241211,26.54294078942319,25.734559191166447,25.903807377160213,337745600
2015-01-30,26.090866088867188,26.72331711164521,26.02182969765997,26.36700655662782,334982000
2015-02-02,26.418228149414062,26.538483293286475,25.85035861887664,26.28906672734925,250956400
2015-02-03,26.422683715820312,26.5206680698437,26.19108139890716,26.38927922509788,207662800
2015-02-04,26.625333786010746,26.836894420790948,26.346965871054884,26.389278337815508,280598800
2015-02-05,26.815372467041016,26.88020890532146,26.66110639990036,26.83325702823042,168984800
2015-02-06,26.58955955505371,26.88467609762597,26.482243673332857,26.83325351340537,174826400
2015-02-09,26.766185760498047,26.793013454820173,26.477776106437283,26.50460550648768,155559200
2015-02-10,27.2804012298584,27.309466837648408,26.86455664535429,26.86679114923956,248034000
2015-02-11,27.919818878173828,27.928762010309057,27.38771530908793,27.448079318840684,294247200
2015-02-12,28.273067474365234,28.501113100082545,28.074087457143616,28.18363785066684,297898000
2015-02-13,28.41168785095215,28.456401816821888,28.091978048370983,28.456401816821888,217088800
2015-02-17,28.579364776611328,28.814117337065813,28.375912330120336,28.50334899575121,252609600
2015-02-18,28.77834892272949,28.791762771854323,28.494409940911336,28.53465319401436,179566800
